5000,1.46
10000,1.64
15000,1.7
20000,1.66
25000,1.84
30000,1.76
35000,1.78
40000,1.76
45000,1.76
50000,1.76
55000,1.76
60000,1.96
65000,1.76
70000,1.66
75000,1.8
80000,1.76
85000,1.76
90000,1.86
95000,1.78
100000,1.88
