1,0.1
2,0.2
3,0.3
4,0.4
5,0.5
6,0.6
7,0.7
8,0.8
9,0.9
10,1.0
11,0.55
12,0.6
13,0.65
14,0.7
15,0.75
16,0.8
17,0.85
18,0.6
19,0.6333333
20,0.6666667
21,0.7
22,0.73333335
23,0.76666665
24,0.8
25,0.625
26,0.52
27,0.54
28,0.56
29,0.58
30,0.6
31,0.62
32,0.64
33,0.55
34,0.56666666
35,0.5833333
36,0.6
37,0.6166667
38,0.6333333
39,0.65
40,0.5714286
41,0.5125
42,0.525
43,0.5375
44,0.55
45,0.5625
46,0.575
47,0.5875
48,0.6
49,0.54444444
50,0.5555556
51,0.56666666
52,0.5777778
53,0.5888889
54,0.6
55,0.6111111
56,0.62222224
57,0.6333333
58,0.64444447
59,0.59
60,0.6
61,0.61
62,0.62
63,0.63
64,0.58181816
65,0.59090906
66,0.6
67,0.55833334
68,0.56666666
69,0.575
70,0.5833333
71,0.59166664
72,0.51428574
73,0.5214286
74,0.5285714
75,0.46875
76,0.475
77,0.48125
78,0.4875
79,0.49375
80,0.5
81,0.50625
82,0.5125
83,0.51875
84,0.525
85,0.53125
86,0.5375
87,0.5117647
88,0.5176471
89,0.46842104
90,0.47368422
91,0.47894737
92,0.48421052
93,0.48947367
94,0.49473685
95,0.5
96,0.50526315
97,0.5105263
98,0.51578945
99,0.52105266
100,0.5263158
101,0.53157896
102,0.51
103,0.515
104,0.52
105,0.525
106,0.53
107,0.535
108,0.54
109,0.545
110,0.55
111,0.555
112,0.56
113,0.565
114,0.54285717
115,0.54761904
116,0.552381
117,0.55714285
118,0.5619048
119,0.56666666
120,0.5714286
121,0.5761905
122,0.5809524
123,0.5857143
124,0.5904762
125,0.5952381
126,0.6
127,0.5772727
128,0.58181816
129,0.5863636
130,0.59090906
131,0.5954546
132,0.6
133,0.5541667
134,0.55833334
135,0.5625
136,0.56666666
137,0.5708333
138,0.575
139,0.57916665
140,0.5833333
141,0.5875
142,0.59166664
143,0.59583336
144,0.6
145,0.6041667
146,0.60833335
147,0.6125
148,0.6166667
149,0.62083334
150,0.625
151,0.62916666
152,0.6333333
153,0.6375
154,0.64166665
155,0.6458333
156,0.65
157,0.65416664
158,0.65833336
159,0.6625
160,0.6666667
161,0.67083335
162,0.6230769
163,0.6269231
164,0.63076925
165,0.63461536
166,0.63846153
167,0.5964286
168,0.6
169,0.6035714
170,0.60714287
171,0.61071426
172,0.6142857
173,0.61785716
174,0.6
175,0.6034483
176,0.6068966
177,0.59
178,0.5933333
179,0.5966667
180,0.6
181,0.60333335
182,0.6066667
183,0.571875
184,0.575
185,0.578125
186,0.58125
187,0.584375
188,0.5875
189,0.590625
190,0.59375
191,0.596875
192,0.6
193,0.603125
194,0.60625
195,0.609375
196,0.6125
197,0.615625
198,0.61875
199,0.621875
200,0.625
201,0.628125
202,0.63125
203,0.6151515
204,0.6181818
205,0.6212121
206,0.6242424
207,0.6272727
208,0.630303
209,0.6333333
210,0.6363636
211,0.6393939
212,0.6424242
213,0.6454545
214,0.6484848
215,0.6515151
216,0.63529414
217,0.6382353
218,0.64117646
219,0.64411765
220,0.62857145
221,0.6314286
222,0.6342857
223,0.61944443
224,0.62222224
225,0.625
226,0.62777776
227,0.63055557
228,0.6333333
229,0.63611114
230,0.6388889
231,0.64166665
232,0.62702703
233,0.62972975
234,0.63243246
235,0.6184211
236,0.6051282
237,0.5925
238,0.5804878
239,0.5829268
240,0.58536583
241,0.58780485
242,0.5902439
243,0.5926829
244,0.595122
245,0.597561
246,0.6
247,0.60243905
248,0.60487807
249,0.5928571
250,0.5952381
251,0.59761906
252,0.6
253,0.60238093
254,0.6047619
255,0.59302324
256,0.59534883
257,0.5976744
258,0.6
259,0.60232556
260,0.60465115
261,0.60697675
262,0.60930234
263,0.61162794
264,0.6139535
265,0.61627907
266,0.61860466
267,0.6068182
268,0.6090909
269,0.61136365
270,0.6136364
271,0.6159091
272,0.6181818
273,0.62045455
274,0.6227273
275,0.6111111
276,0.61333334
277,0.6021739
278,0.6043478
279,0.6065217
280,0.6086956
281,0.6108696
282,0.6130435
283,0.6152174
284,0.6042553
285,0.60638297
286,0.6085106
287,0.6106383
288,0.5877551
289,0.578
290,0.58
291,0.5596154
292,0.56153846
293,0.55283016
294,0.554717
295,0.5566038
296,0.5584906
297,0.56037736
298,0.56226414
299,0.5537037
300,0.5555556
301,0.5574074
302,0.55925924
303,0.5611111
304,0.56296295
305,0.5648148
306,0.56666666
307,0.5685185
308,0.5703704
309,0.57222223
310,0.5740741
311,0.57592595
312,0.55714285
313,0.55892855
314,0.5607143
315,0.5625
316,0.5642857
317,0.56607145
318,0.56785715
319,0.56964284
320,0.5714286
321,0.5732143
322,0.575
323,0.57678574
324,0.57857144
325,0.58035713
326,0.58214283
327,0.5839286
328,0.5857143
329,0.5875
330,0.58928573
331,0.5910714
332,0.5928571
333,0.5946429
334,0.5964286
335,0.59821427
336,0.6
337,0.6017857
338,0.6035714
339,0.60535717
340,0.60714287
341,0.60892856
342,0.61071426
343,0.6125
344,0.6142857
345,0.6160714
346,0.61785716
347,0.61964285
348,0.62142855
349,0.6232143
350,0.625
351,0.6157895
352,0.6175439
353,0.6192982
354,0.6210526
355,0.61206895
356,0.6137931
357,0.61551726
358,0.6172414
359,0.6189655
360,0.62068963
361,0.6224138
362,0.6135593
363,0.605
364,0.6066667
365,0.60833335
366,0.61
367,0.6116667
368,0.61333334
369,0.615
370,0.6166667
371,0.61833334
372,0.62
373,0.62166667
374,0.62333333
375,0.625
376,0.62666667
377,0.62833333
378,0.63
379,0.63166666
380,0.6333333
381,0.635
382,0.63666666
383,0.6383333
384,0.64
385,0.64166665
386,0.6433333
387,0.645
388,0.6360656
389,0.6377049
390,0.6393443
391,0.6409836
392,0.64262295
393,0.6442623
394,0.6459016
395,0.647541
396,0.64918035
397,0.65081966
398,0.652459
399,0.65409833
400,0.6557377
401,0.65737706
402,0.6590164
403,0.66065574
404,0.6622951
405,0.6639344
406,0.6655738
407,0.66721314
408,0.66885245
409,0.6704918
410,0.6721311
411,0.6737705
412,0.67540985
413,0.66612905
414,0.66774195
415,0.66935486
416,0.67096776
417,0.67258066
418,0.67419356
419,0.67580646
420,0.67741936
421,0.67903227
422,0.68064517
423,0.68225807
424,0.683871
425,0.6854839
426,0.6870968
427,0.6887097
428,0.6903226
429,0.6919355
430,0.6935484
431,0.684127
432,0.6857143
433,0.6873016
434,0.678125
435,0.6796875
436,0.68125
437,0.6828125
438,0.684375
439,0.6859375
440,0.6875
441,0.67846155
442,0.68
443,0.67121214
444,0.6727273
445,0.67424244
446,0.6757576
447,0.67727274
448,0.6787879
449,0.68030304
450,0.6818182
451,0.68333334
452,0.6848485
453,0.6761194
454,0.67761195
455,0.6791045
456,0.680597
457,0.68208957
458,0.68358207
459,0.6850746
460,0.6865672
461,0.6779412
462,0.67941177
463,0.6710145
464,0.6724638
465,0.67391306
466,0.67536235
467,0.6768116
468,0.67826086
469,0.67971015
470,0.68115944
471,0.66338027
472,0.6647887
473,0.6661972
474,0.66760564
475,0.6690141
476,0.67042255
477,0.671831
478,0.6732394
479,0.67464787
480,0.6760563
481,0.6774648
482,0.67887324
483,0.6802817
484,0.68169016
485,0.6830986
486,0.6845071
487,0.68591547
488,0.6873239
489,0.6887324
490,0.69014084
491,0.68194443
492,0.68333334
493,0.68472224
494,0.67671233
495,0.67808217
496,0.67945206
497,0.6808219
498,0.6821918
499,0.6835616
500,0.6756757
501,0.6592105
502,0.66052634
503,0.6618421
504,0.6631579
505,0.6474359
506,0.64871794
507,0.65
508,0.6512821
509,0.6525641
510,0.65384614
511,0.6551282
512,0.6564103
513,0.6576923
514,0.65897435
515,0.6602564
516,0.6615385
517,0.6628205
518,0.66410255
519,0.6653846
520,0.6666667
521,0.6679487
522,0.66923076
523,0.6705128
524,0.6717949
525,0.65625
526,0.6575
527,0.65875
528,0.66
529,0.66125
530,0.654321
531,0.64756095
532,0.64878047
533,0.65
534,0.6512195
535,0.652439
536,0.6536585
537,0.63928574
538,0.64047617
539,0.64166665
540,0.64285713
541,0.6440476
542,0.6452381
543,0.6388235
544,0.63255817
545,0.6123595
546,0.6066667
547,0.6077778
548,0.60888886
549,0.61
550,0.6111111
551,0.6122222
552,0.61333334
553,0.601087
554,0.6021739
555,0.6032609
556,0.6043478
557,0.6054348
558,0.6065217
559,0.6076087
560,0.6086956
561,0.60978264
562,0.6108696
563,0.5864583
564,0.5875
565,0.5885417
566,0.58958334
567,0.590625
568,0.59166664
569,0.5865979
570,0.58762884
571,0.58265305
572,0.5836735
573,0.58469385
574,0.5857143
575,0.5867347
576,0.5877551
577,0.5887755
578,0.58979595
579,0.5908163
580,0.59183675
581,0.5928571
582,0.59387755
583,0.5888889
584,0.589899
585,0.59090906
586,0.5919192
587,0.5929293
588,0.5939394
